ID	old_ID	box	species	source	host	loc	long	lat	sequence_tag	collector	note
576	OYACOQDX	8	Aeromonas hydrophila	env	env	Xian	108.95	34.26	2	B	blabla
577	5W8NXAVX	8	Aeromonas hydrophila	env	human	Shanghai	121.47	31.23	0	C	blabla
578	ZP5QA4MM	8	Aeromonas hydrophila	env	human	Guangzhou	113.28	23.125	0	C	blabla
579	CKEGSSZW	8	Acinetobacter baumannii	env	human	Changsha	112.47	31.23	0	D	
580	HRU7D3KZ	8	Escherichia coli	faeces	chicken	Changsha	112.47	31.23	0	C	
581	LTIPVMIZ	8	Acinetobacter baumannii	sputum	chicken	Xian	108.95	34.26	2	C	
582	2O4HHZWP	8	Acinetobacter baumannii	sewage	duck	Wuhan	114.30	30.58	0	C	blabla
583	ZSFXG3C1	8	Escherichia coli	blood	pig	Shanghai	121.47	31.23	2	F	
584	GVJSDTZL	8	Aeromonas caviae	faeces	env	Guangzhou	113.28	23.125	2	A	
585	3QS44HDU	8	Enterobacter cloacae	blood	human	Guangzhou	113.28	23.125	0	C	
586	DFHERSB6	8	Aeromonas enteropelogenes	sewage	human	Changsha	112.47	31.23	2	C	
587	15YBFPQ5	8	Acinetobacter baumannii	env	duck	Shanghai	121.47	31.23	2	C	
588	L4LNCHBT	8	Aeromonas veronii	env	chicken	Beijing	116.41	39.90	3	E	
589	5ATGCNWR	8	Aeromonas veronii	blood	human	Guangzhou	113.28	23.125	2	B	blabla
590	BJWVI37R	8	Shigella flexneri	faeces	pig	Wuhan	114.30	30.58	0	E	
591	5ZOP18R4	8	Escherichia coli	blood	pig	Xian	108.95	34.26	0	F	
592	MH8JNMGJ	8	Acinetobacter baumannii	env	duck	Guangzhou	113.28	23.125	0	F	
593	HLRZ56HD	8	Aeromonas veronii	sewage	pig	Xian	108.95	34.26	0	F	
594	M9NTU5T3	8	Aeromonas caviae	env	human	Changsha	112.47	31.23	0	E	
595	LKLYYAMY	8	Aeromonas enteropelogenes	faeces	env	Changsha	112.47	31.23	3	B	
596	RSJSK8LQ	8	Acinetobacter baumannii	sewage	chicken	Beijing	116.41	39.90	0	C	
597	D5KVGVL4	8	Aeromonas enteropelogenes	sewage	env	Xian	108.95	34.26	2	A	
598	37QADBI4	8	Aeromonas veronii	sewage	human	Xian	108.95	34.26	0	C	
599	U4P0YGZU	8	Aeromonas hydrophila	blood	human	Shanghai	121.47	31.23	0	E	
600	UJXG9RSL	8	Aeromonas veronii	faeces	chicken	Shanghai	121.47	31.23	2	F	
601	XMSPW9PC	8	Aeromonas caviae	blood	env	Changsha	112.47	31.23	0	D	
602	VDWLYGG5	8	Shigella flexneri	faeces	human	Beijing	116.41	39.90	0	A	
603	RCLUAUXW	8	Aeromonas caviae	faeces	pig	Shanghai	121.47	31.23	0	F	
604	D8V35SY0	8	Acinetobacter baumannii	env	chicken	Wuhan	114.30	30.58	2	A	
605	N6O5BU27	8	Escherichia coli	sputum	human	Changsha	112.47	31.23	0	C	
606	598RN3JB	8	Klebsiella pneumoniae	sewage	duck	Shanghai	121.47	31.23	2	E	
607	WPBJHGL5	8	Escherichia coli	env	duck	Guangzhou	113.28	23.125	0	B	
608	760BFJ7P	8	Escherichia coli	sputum	pig	Beijing	116.41	39.90	0	B	
609	RD9DWXKM	8	Salmonella enterica	sputum	duck	Changsha	112.47	31.23	2	C	
610	FLS9GRKN	8	Aeromonas enteropelogenes	faeces	chicken	Xian	108.95	34.26	0	C	
611	6PQ2FO8S	8	Acinetobacter baumannii	sputum	human	Guangzhou	113.28	23.125	3	B	
612	4N99X62P	8	Aeromonas caviae	sputum	chicken	Wuhan	114.30	30.58	2	F	
613	BFC0K0RZ	8	Acinetobacter baumannii	sewage	env	Wuhan	114.30	30.58	2	E	blabla
614	PPWN261Q	8	Escherichia coli	sputum	chicken	Xian	108.95	34.26	0	D	
615	79RWHU5D	8	Aeromonas caviae	sewage	env	Wuhan	114.30	30.58	2	A	
616	U8SUU1OM	8	Shigella flexneri	sewage	chicken	Beijing	116.41	39.90	2	F	
617	L5GQRROG	8	Salmonella enterica	faeces	pig	Xian	108.95	34.26	2	D	
618	BDL1LSOS	8	Aeromonas veronii	blood	chicken	Guangzhou	113.28	23.125	0	D	
619	GHWR2HTV	8	Aeromonas enteropelogenes	blood	duck	Guangzhou	113.28	23.125	2	E	
620	Q6HTKYRS	8	Escherichia coli	faeces	duck	Guangzhou	113.28	23.125	2	C	
621	2ZSKJOM8	8	Escherichia coli	faeces	pig	Xian	108.95	34.26	2	A	
622	PWTVFC16	8	Aeromonas veronii	env	chicken	Shanghai	121.47	31.23	3	D	
623	ENCVYYIY	8	Aeromonas caviae	env	pig	Shanghai	121.47	31.23	2	B	
624	XBSNJ16U	8	Salmonella enterica	env	duck	Wuhan	114.30	30.58	2	B	blabla
625	34YBH368	8	Shigella flexneri	sewage	pig	Shanghai	121.47	31.23	2	E	
626	JPWSP94U	8	Aeromonas hydrophila	env	chicken	Wuhan	114.30	30.58	0	C	
627	GBI3FO34	8	Aeromonas hydrophila	sewage	duck	Wuhan	114.30	30.58	2	E	
628	JXKC3AZ2	8	Shigella flexneri	sewage	env	Changsha	112.47	31.23	2	B	
629	UU4IH78T	8	Aeromonas caviae	blood	human	Wuhan	114.30	30.58	2	F	
630	143DW3LN	8	Acinetobacter baumannii	faeces	human	Beijing	116.41	39.90	2	E	
631	OZK08J0B	8	Salmonella enterica	sputum	human	Xian	108.95	34.26	2	E	
632	SDJA87DN	8	Klebsiella pneumoniae	env	env	Xian	108.95	34.26	0	A	
633	YQVGKKKM	8	Aeromonas enteropelogenes	faeces	duck	Guangzhou	113.28	23.125	2	A	
634	P2V3RJH8	8	Klebsiella pneumoniae	sputum	chicken	Shanghai	121.47	31.23	0	C	
635	XRHDWUXP	8	Klebsiella pneumoniae	sputum	env	Beijing	116.41	39.90	2	E	
636	M1R2DUG4	8	Aeromonas veronii	env	duck	Changsha	112.47	31.23	0	E	
637	4870A03Y	8	Escherichia coli	faeces	duck	Shanghai	121.47	31.23	0	E	
638	IX9XEIPX	8	Klebsiella pneumoniae	sewage	human	Wuhan	114.30	30.58	0	F	
639	UHAMBUQI	8	Acinetobacter baumannii	blood	pig	Guangzhou	113.28	23.125	0	F	blabla
640	FOO5E9O3	8	Aeromonas veronii	env	env	Xian	108.95	34.26	2	D	
641	821U5L8D	8	Enterobacter cloacae	sewage	human	Wuhan	114.30	30.58	3	E	
642	W13GMY0Y	8	Salmonella enterica	sewage	env	Beijing	116.41	39.90	2	A	
643	YG0RGPQI	8	Aeromonas hydrophila	blood	human	Wuhan	114.30	30.58	0	F	
644	7NA4BOG8	8	Acinetobacter baumannii	sputum	env	Xian	108.95	34.26	0	F	
645	DYQLO7Y9	8	Escherichia coli	blood	chicken	Wuhan	114.30	30.58	0	F	
646	H1Y4REJ0	8	Salmonella enterica	env	env	Wuhan	114.30	30.58	0	F	
647	GWRZ461R	8	Aeromonas hydrophila	sputum	duck	Changsha	112.47	31.23	0	E	
648	8SHXDITQ	9	Klebsiella pneumoniae	blood	duck	Xian	108.95	34.26	0	C	
649	I8VRGZW0	9	Salmonella enterica	env	duck	Shanghai	121.47	31.23	0	C	
650	86DXNQC3	9	Aeromonas enteropelogenes	sputum	pig	Changsha	112.47	31.23	3	A	
651	E5U329FY	9	Salmonella enterica	sputum	pig	Shanghai	121.47	31.23	0	C	
652	MZJQZWXB	9	Salmonella enterica	blood	env	Xian	108.95	34.26	2	E	
653	LO84WX8P	9	Salmonella enterica	sputum	pig	Xian	108.95	34.26	2	F	
654	7WD7L59Z	9	Salmonella enterica	blood	env	Beijing	116.41	39.90	2	F	blabla
655	ZRYSJIWG	9	Enterobacter cloacae	blood	human	Beijing	116.41	39.90	2	F	
656	X7CL6GYU	9	Klebsiella pneumoniae	sewage	human	Beijing	116.41	39.90	2	A	
657	2SIWL6W3	9	Aeromonas hydrophila	env	pig	Xian	108.95	34.26	2	B	blabla
658	WSCRS99S	9	Shigella flexneri	sewage	chicken	Shanghai	121.47	31.23	0	E	
659	RMMN9UZP	9	Escherichia coli	blood	env	Guangzhou	113.28	23.125	0	E	
660	CO55GT8C	9	Escherichia coli	env	chicken	Wuhan	114.30	30.58	0	E	
661	3Q6LW5SQ	9	Salmonella enterica	sewage	human	Wuhan	114.30	30.58	0	A	
662	C980LQ77	9	Salmonella enterica	sputum	human	Wuhan	114.30	30.58	2	C	
663	MEAJ3A0T	9	Aeromonas caviae	blood	duck	Wuhan	114.30	30.58	3	E	
664	OUB3I5K6	9	Shigella flexneri	faeces	pig	Shanghai	121.47	31.23	2	B	
665	F7WPWF2E	9	Aeromonas veronii	faeces	duck	Guangzhou	113.28	23.125	0	D	
666	FMX49OFZ	9	Klebsiella pneumoniae	faeces	pig	Shanghai	121.47	31.23	0	F	
667	D0ZJEL5L	9	Aeromonas enteropelogenes	sputum	duck	Xian	108.95	34.26	2	E	blabla
668	D38FHW25	9	Acinetobacter baumannii	env	duck	Changsha	112.47	31.23	0	F	
669	UJPBXMU7	9	Acinetobacter baumannii	sewage	chicken	Guangzhou	113.28	23.125	2	D	blabla
670	DGARAFCS	9	Aeromonas caviae	faeces	human	Wuhan	114.30	30.58	0	B	
671	A13KWY7F	9	Aeromonas caviae	sewage	human	Shanghai	121.47	31.23	2	A	
672	2CUOGJ1A	9	Klebsiella pneumoniae	sputum	human	Wuhan	114.30	30.58	2	D	
673	MYVGKH4C	9	Salmonella enterica	env	duck	Changsha	112.47	31.23	2	D	
674	Z9PTLF2K	9	Shigella flexneri	env	human	Shanghai	121.47	31.23	0	D	blabla
675	0UB90V8K	9	Aeromonas hydrophila	blood	env	Shanghai	121.47	31.23	2	B	
676	S8PYHC3Y	9	Aeromonas enteropelogenes	faeces	pig	Xian	108.95	34.26	0	E	
677	BM92H4Z0	9	Salmonella enterica	sewage	human	Guangzhou	113.28	23.125	2	D	
678	OWACPK0Q	9	Acinetobacter baumannii	sputum	env	Shanghai	121.47	31.23	2	D	
679	UTHFR6QX	9	Klebsiella pneumoniae	sewage	duck	Wuhan	114.30	30.58	0	D	
680	QQ7YK4QS	9	Aeromonas hydrophila	blood	chicken	Shanghai	121.47	31.23	0	D	
681	0ZZC8PXZ	9	Aeromonas veronii	blood	chicken	Beijing	116.41	39.90	0	C	
682	8QN7CGB9	9	Klebsiella pneumoniae	faeces	duck	Beijing	116.41	39.90	0	F	
683	0P8E22EU	9	Klebsiella pneumoniae	env	pig	Shanghai	121.47	31.23	2	E	
684	6A1VTX71	9	Acinetobacter baumannii	sputum	human	Changsha	112.47	31.23	0	F	
685	BWYEI0RH	9	Escherichia coli	sputum	duck	Beijing	116.41	39.90	3	E	
686	JVISTNLD	9	Shigella flexneri	sputum	human	Shanghai	121.47	31.23	3	F	
687	KMFMEX8T	9	Aeromonas caviae	blood	duck	Guangzhou	113.28	23.125	0	B	
688	MIOP40GI	9	Salmonella enterica	sewage	pig	Changsha	112.47	31.23	2	E	blabla
689	UWJK5M6T	9	Aeromonas enteropelogenes	sputum	duck	Xian	108.95	34.26	2	D	
690	4WUV33PA	9	Salmonella enterica	env	chicken	Changsha	112.47	31.23	2	A	
691	H1DXTJZB	9	Enterobacter cloacae	faeces	duck	Changsha	112.47	31.23	2	A	
692	MMY5XJW4	9	Aeromonas hydrophila	env	human	Wuhan	114.30	30.58	2	E	
693	P42JE5LM	9	Shigella flexneri	env	pig	Wuhan	114.30	30.58	2	C	
694	N7I02220	9	Escherichia coli	blood	human	Changsha	112.47	31.23	0	F	
695	FE7H6B3F	9	Klebsiella pneumoniae	sputum	env	Wuhan	114.30	30.58	2	A	
696	6SXNWUE2	9	Klebsiella pneumoniae	faeces	chicken	Changsha	112.47	31.23	0	F	blabla
697	YLW9ISA5	9	Enterobacter cloacae	sputum	duck	Shanghai	121.47	31.23	3	E	
698	BJO5ECM3	9	Aeromonas veronii	blood	chicken	Xian	108.95	34.26	0	E	
699	RNVL4N86	9	Klebsiella pneumoniae	blood	duck	Changsha	112.47	31.23	2	A	
700	QGJE2RMI	9	Shigella flexneri	sputum	chicken	Guangzhou	113.28	23.125	3	A	
701	FZZCAJVQ	9	Acinetobacter baumannii	sewage	env	Xian	108.95	34.26	2	C	
702	9ZEQMISG	9	Aeromonas enteropelogenes	faeces	duck	Beijing	116.41	39.90	3	D	blabla
703	ZQ8X1NZT	9	Enterobacter cloacae	sputum	env	Wuhan	114.30	30.58	0	F	
704	EB823227	9	Aeromonas caviae	sputum	pig	Wuhan	114.30	30.58	0	D	
705	P7AYDKIN	9	Enterobacter cloacae	env	env	Shanghai	121.47	31.23	0	D	
706	7GORS79V	9	Shigella flexneri	blood	chicken	Shanghai	121.47	31.23	2	D	
707	5OK1FRFN	9	Shigella flexneri	env	env	Shanghai	121.47	31.23	3	E	
708	D1HBWHWJ	9	Acinetobacter baumannii	sewage	chicken	Beijing	116.41	39.90	2	A	
709	J1BSMQTI	9	Aeromonas veronii	sputum	chicken	Beijing	116.41	39.90	0	B	
710	ZN2ZZGN2	9	Acinetobacter baumannii	sputum	chicken	Beijing	116.41	39.90	2	E	
711	VQYSNMQO	9	Aeromonas hydrophila	sewage	human	Xian	108.95	34.26	0	A	
712	4WR8PPM9	9	Enterobacter cloacae	blood	pig	Shanghai	121.47	31.23	2	B	
713	EFLQ1GSZ	9	Enterobacter cloacae	blood	env	Wuhan	114.30	30.58	2	A	
714	QFTXQIQY	9	Aeromonas hydrophila	faeces	duck	Guangzhou	113.28	23.125	0	E	
715	DXBWCRO5	9	Aeromonas veronii	sputum	human	Xian	108.95	34.26	2	D	
716	N3A71DED	9	Escherichia coli	env	chicken	Changsha	112.47	31.23	0	C	
717	0ZVKXAVQ	9	Enterobacter cloacae	sewage	pig	Xian	108.95	34.26	2	E	
718	05ACJNPT	9	Escherichia coli	sputum	chicken	Xian	108.95	34.26	0	E	
719	DMFEI5EH	9	Aeromonas hydrophila	blood	chicken	Xian	108.95	34.26	3	F	
720	42Y4D00D	9	Klebsiella pneumoniae	faeces	duck	Changsha	112.47	31.23	0	B	
721	WQR7XHDJ	9	Klebsiella pneumoniae	faeces	chicken	Changsha	112.47	31.23	0	E	
722	9E2F20JO	9	Aeromonas hydrophila	sewage	env	Shanghai	121.47	31.23	0	F	
723	P64WEYJ2	9	Aeromonas hydrophila	blood	human	Shanghai	121.47	31.23	0	D	
724	XZ1BE3OL	9	Escherichia coli	sewage	pig	Xian	108.95	34.26	0	F	
725	KVVZEGQ0	9	Aeromonas caviae	sputum	human	Shanghai	121.47	31.23	3	D	
726	M88VH944	9	Acinetobacter baumannii	sewage	duck	Beijing	116.41	39.90	0	C	
727	32525QY7	9	Aeromonas enteropelogenes	sputum	pig	Guangzhou	113.28	23.125	2	D	
728	8HS9ILUF	9	Aeromonas hydrophila	env	duck	Xian	108.95	34.26	2	E	
729	FLOBLWD9	10	Salmonella enterica	env	env	Wuhan	114.30	30.58	2	F	blabla
730	MF1E2H8K	10	Aeromonas hydrophila	faeces	pig	Changsha	112.47	31.23	0	B	
731	Y6HMGR7P	10	Aeromonas veronii	sputum	duck	Shanghai	121.47	31.23	0	D	
732	1J17AMRM	10	Klebsiella pneumoniae	sputum	env	Wuhan	114.30	30.58	2	C	
733	QJ1OM4EN	10	Enterobacter cloacae	sputum	pig	Guangzhou	113.28	23.125	0	C	
734	FB7TPVRF	10	Salmonella enterica	blood	chicken	Shanghai	121.47	31.23	2	B	
735	7SCONWQJ	10	Shigella flexneri	sewage	human	Xian	108.95	34.26	2	B	
736	0G8DVLKS	10	Shigella flexneri	sputum	chicken	Guangzhou	113.28	23.125	0	F	
737	AMOO4RJJ	10	Shigella flexneri	env	pig	Xian	108.95	34.26	0	B	
738	GTD2JN7P	10	Aeromonas caviae	env	chicken	Shanghai	121.47	31.23	2	D	
739	XASUOB97	10	Enterobacter cloacae	sputum	env	Beijing	116.41	39.90	2	B	blabla
740	YITTUVEY	10	Shigella flexneri	blood	duck	Shanghai	121.47	31.23	2	D	
741	1CEZUMMK	10	Aeromonas veronii	sewage	pig	Xian	108.95	34.26	0	E	
742	M3V1VIZU	10	Salmonella enterica	blood	chicken	Shanghai	121.47	31.23	2	F	
743	ZFHDYI22	10	Aeromonas veronii	sputum	pig	Xian	108.95	34.26	2	B	
744	KTG19P49	10	Acinetobacter baumannii	blood	env	Guangzhou	113.28	23.125	2	B	
745	9JORMC7G	10	Klebsiella pneumoniae	sputum	pig	Changsha	112.47	31.23	0	D	
746	E7GRDS36	10	Salmonella enterica	env	duck	Guangzhou	113.28	23.125	2	D	
747	S7UK8NPR	10	Aeromonas hydrophila	sputum	human	Shanghai	121.47	31.23	2	A	
748	RE0TDD3A	10	Aeromonas veronii	env	duck	Shanghai	121.47	31.23	0	E	
749	CZ65VLBP	10	Aeromonas hydrophila	blood	human	Shanghai	121.47	31.23	2	E	
750	LCZFYU5S	10	Aeromonas enteropelogenes	env	pig	Wuhan	114.30	30.58	3	B	
751	QT9HRDWX	10	Enterobacter cloacae	sputum	chicken	Beijing	116.41	39.90	0	B	
752	00SSVSHS	10	Salmonella enterica	sputum	env	Wuhan	114.30	30.58	0	F	
753	YX9ZIQ4B	10	Shigella flexneri	sputum	env	Shanghai	121.47	31.23	2	E	
754	E4PYNH3I	10	Salmonella enterica	sewage	chicken	Changsha	112.47	31.23	0	A	
755	9AF7OKNQ	10	Aeromonas hydrophila	sputum	pig	Guangzhou	113.28	23.125	2	F	
756	XAWST9NE	10	Aeromonas hydrophila	faeces	duck	Changsha	112.47	31.23	2	F	
757	JKZ2ZEOB	10	Escherichia coli	faeces	chicken	Beijing	116.41	39.90	0	D	
758	7ET0DIPB	10	Aeromonas veronii	sputum	pig	Beijing	116.41	39.90	2	A	
759	CSL8DSOR	10	Aeromonas hydrophila	sputum	human	Changsha	112.47	31.23	2	B	blabla
760	4HC0B0W5	10	Aeromonas hydrophila	blood	chicken	Changsha	112.47	31.23	0	D	
761	BA4PH7OK	10	Escherichia coli	sewage	duck	Shanghai	121.47	31.23	0	B	blabla
762	MEHWAAEI	10	Aeromonas hydrophila	faeces	duck	Wuhan	114.30	30.58	0	C	
763	2030ND6N	10	Salmonella enterica	sewage	duck	Wuhan	114.30	30.58	2	C	
764	GKYGQT0V	10	Aeromonas enteropelogenes	sewage	pig	Shanghai	121.47	31.23	2	C	
765	GJYM56DC	10	Shigella flexneri	blood	env	Guangzhou	113.28	23.125	2	D	
766	S9D21Z5E	10	Acinetobacter baumannii	faeces	env	Xian	108.95	34.26	0	E	
767	6GHSRO0U	10	Enterobacter cloacae	sewage	pig	Shanghai	121.47	31.23	2	C	
768	RIR0LUBD	10	Salmonella enterica	sewage	pig	Shanghai	121.47	31.23	0	D	blabla
769	X0E72J7Y	10	Enterobacter cloacae	faeces	pig	Xian	108.95	34.26	0	E	
770	TQ4ZC0V8	10	Escherichia coli	blood	human	Shanghai	121.47	31.23	0	D	
771	XXMYTA0L	10	Klebsiella pneumoniae	sputum	env	Xian	108.95	34.26	2	B	blabla
772	XTORY0RX	10	Acinetobacter baumannii	blood	chicken	Beijing	116.41	39.90	0	D	
773	PWL1Z943	10	Enterobacter cloacae	sputum	duck	Beijing	116.41	39.90	0	C	
774	QPWAJZ9F	10	Enterobacter cloacae	sewage	env	Shanghai	121.47	31.23	2	A	
775	BFM7JTXL	10	Escherichia coli	faeces	chicken	Xian	108.95	34.26	2	A	
776	MWOXDP4N	10	Acinetobacter baumannii	env	human	Xian	108.95	34.26	3	E	
777	6BOA2D6L	10	Acinetobacter baumannii	faeces	env	Xian	108.95	34.26	0	B	
778	MK88EYHU	10	Aeromonas hydrophila	sewage	env	Guangzhou	113.28	23.125	0	E	
779	T39W7SSC	10	Aeromonas veronii	env	duck	Guangzhou	113.28	23.125	0	D	
780	CDT0AX00	10	Shigella flexneri	sewage	pig	Shanghai	121.47	31.23	0	E	
781	K6QZL5FM	10	Aeromonas enteropelogenes	blood	pig	Shanghai	121.47	31.23	2	D	
782	V3S0R4HX	10	Acinetobacter baumannii	sputum	env	Shanghai	121.47	31.23	0	D	
783	YRTU6NSF	10	Klebsiella pneumoniae	faeces	human	Wuhan	114.30	30.58	0	B	
784	T1XXR9HX	10	Aeromonas veronii	sputum	env	Shanghai	121.47	31.23	0	F	
785	L5V60SD0	10	Aeromonas veronii	blood	duck	Wuhan	114.30	30.58	2	E	
786	YSLXKP7B	10	Aeromonas caviae	blood	chicken	Xian	108.95	34.26	0	B	
787	NNF0HMDE	10	Aeromonas caviae	sewage	env	Changsha	112.47	31.23	2	B	blabla
788	VU7J6UAH	10	Salmonella enterica	env	chicken	Guangzhou	113.28	23.125	0	A	
789	ZGXGJBH8	10	Escherichia coli	faeces	human	Beijing	116.41	39.90	2	E	
790	LBZEO4G7	10	Aeromonas enteropelogenes	sewage	chicken	Wuhan	114.30	30.58	2	F	
791	I9UNDRZK	10	Aeromonas caviae	faeces	pig	Guangzhou	113.28	23.125	0	E	
792	ZHRMKXAF	10	Acinetobacter baumannii	blood	duck	Shanghai	121.47	31.23	0	C	
793	FTIH8BFX	10	Shigella flexneri	faeces	chicken	Wuhan	114.30	30.58	0	A	
794	3PFP9V2M	10	Aeromonas veronii	sputum	pig	Guangzhou	113.28	23.125	0	C	
795	Y7ATJKSK	10	Shigella flexneri	sewage	chicken	Guangzhou	113.28	23.125	3	F	
796	BEPV6O6H	10	Acinetobacter baumannii	sewage	chicken	Wuhan	114.30	30.58	2	F	
797	7WRYKPNY	10	Aeromonas enteropelogenes	sputum	human	Wuhan	114.30	30.58	0	A	
798	OJ5L9TCJ	10	Aeromonas veronii	faeces	chicken	Changsha	112.47	31.23	2	D	
799	26JNJCK9	10	Acinetobacter baumannii	blood	human	Xian	108.95	34.26	0	C	
800	OWR4X95P	10	Aeromonas veronii	sputum	human	Wuhan	114.30	30.58	2	F	
801	ODXBAJVJ	10	Aeromonas caviae	env	human	Beijing	116.41	39.90	2	A	
802	V2WSD41K	10	Acinetobacter baumannii	sputum	pig	Changsha	112.47	31.23	2	B	
803	X36FUG2R	10	Salmonella enterica	sputum	pig	Beijing	116.41	39.90	0	E	
804	F6WHPQTZ	10	Escherichia coli	blood	duck	Wuhan	114.30	30.58	0	B	
805	40MUD6Q3	10	Aeromonas veronii	faeces	env	Shanghai	121.47	31.23	0	C	
806	USZG48VM	10	Acinetobacter baumannii	faeces	human	Guangzhou	113.28	23.125	0	A	
807	BL3GSJ3F	10	Shigella flexneri	sputum	duck	Xian	108.95	34.26	0	F	
808	DCJ597Z2	10	Shigella flexneri	sewage	duck	Shanghai	121.47	31.23	0	E	
809	H0CG1K8R	10	Aeromonas enteropelogenes	faeces	chicken	Beijing	116.41	39.90	0	E	
810	AAZT9AI4	11	Acinetobacter baumannii	faeces	env	Shanghai	121.47	31.23	0	F	
811	LPV1X84S	11	Escherichia coli	sewage	env	Beijing	116.41	39.90	3	B	
812	YQ4KQND4	11	Salmonella enterica	env	pig	Guangzhou	113.28	23.125	0	D	
813	D3E5RK1D	11	Aeromonas hydrophila	blood	human	Beijing	116.41	39.90	0	C	
814	DV1ZHSLU	11	Escherichia coli	sputum	pig	Shanghai	121.47	31.23	0	A	
815	A4RSV8UA	11	Klebsiella pneumoniae	blood	env	Guangzhou	113.28	23.125	0	C	
816	ZH4S9H8E	11	Shigella flexneri	blood	chicken	Shanghai	121.47	31.23	2	D	
817	967ZWWR7	11	Salmonella enterica	faeces	chicken	Changsha	112.47	31.23	2	B	
818	KLCKQYPP	11	Escherichia coli	sputum	duck	Wuhan	114.30	30.58	0	D	
819	VYW9UWGK	11	Enterobacter cloacae	env	chicken	Shanghai	121.47	31.23	2	D	
820	84K5KEDF	11	Shigella flexneri	blood	chicken	Wuhan	114.30	30.58	2	F	
821	MN0TK4RT	11	Salmonella enterica	faeces	pig	Xian	108.95	34.26	0	D	
822	VX9UUD5M	11	Aeromonas caviae	blood	chicken	Beijing	116.41	39.90	0	C	
823	5SI0RC0N	11	Aeromonas hydrophila	faeces	env	Shanghai	121.47	31.23	0	D	
824	RU5UAS1L	11	Acinetobacter baumannii	sewage	duck	Changsha	112.47	31.23	0	E	
825	Z3HZ78XE	11	Aeromonas veronii	env	duck	Guangzhou	113.28	23.125	2	A	
826	LBWAO700	11	Salmonella enterica	blood	chicken	Xian	108.95	34.26	0	A	blabla
827	CSSMXGPG	11	Aeromonas hydrophila	sputum	pig	Xian	108.95	34.26	0	D	
828	TI21Y7R2	11	Aeromonas hydrophila	blood	human	Wuhan	114.30	30.58	2	A	blabla
829	XO9MLLT6	11	Klebsiella pneumoniae	faeces	env	Shanghai	121.47	31.23	2	D	
830	YRB32GIY	11	Shigella flexneri	sewage	duck	Guangzhou	113.28	23.125	2	B	
831	YQP5D9WA	11	Salmonella enterica	sewage	chicken	Beijing	116.41	39.90	2	E	
832	Q0VKAZ8Q	11	Aeromonas hydrophila	blood	chicken	Xian	108.95	34.26	0	A	
833	LE1MO0EP	11	Aeromonas caviae	sputum	human	Changsha	112.47	31.23	0	F	
834	WYZ2DAX5	11	Acinetobacter baumannii	faeces	human	Beijing	116.41	39.90	2	C	
835	7E1PTV6Y	11	Shigella flexneri	sewage	pig	Shanghai	121.47	31.23	0	E	
836	5FMHEQ8T	11	Klebsiella pneumoniae	sewage	chicken	Changsha	112.47	31.23	0	C	
837	X47N5ZY0	11	Aeromonas caviae	sewage	duck	Xian	108.95	34.26	0	A	
838	L21MYAD8	11	Aeromonas hydrophila	sputum	duck	Wuhan	114.30	30.58	0	E	
839	QXQG6FAV	11	Aeromonas enteropelogenes	blood	chicken	Changsha	112.47	31.23	0	D	
840	4ZZACWFX	11	Shigella flexneri	faeces	env	Beijing	116.41	39.90	0	A	
841	IJXFH35S	11	Escherichia coli	sewage	human	Beijing	116.41	39.90	0	A	
842	H9GBVUOM	11	Escherichia coli	sewage	duck	Beijing	116.41	39.90	0	F	
843	6RLI1CEB	11	Aeromonas caviae	blood	duck	Xian	108.95	34.26	0	E	blabla
844	9BXQCH1M	11	Salmonella enterica	env	pig	Shanghai	121.47	31.23	3	C	
845	174WH3Z8	11	Acinetobacter baumannii	sputum	duck	Guangzhou	113.28	23.125	0	C	
846	NCHDO5HD	11	Salmonella enterica	sewage	env	Wuhan	114.30	30.58	2	F	
847	V6K1S6EK	11	Escherichia coli	env	human	Wuhan	114.30	30.58	0	A	
848	6VG3O696	11	Klebsiella pneumoniae	faeces	duck	Changsha	112.47	31.23	2	D	blabla
849	34RI5G6C	11	Shigella flexneri	sputum	env	Changsha	112.47	31.23	2	E	
850	VRI7CBVT	11	Escherichia coli	env	pig	Wuhan	114.30	30.58	2	D	
851	VIQ50N9O	11	Salmonella enterica	sewage	chicken	Shanghai	121.47	31.23	2	B	blabla
852	JZ77KR4U	11	Aeromonas caviae	blood	env	Xian	108.95	34.26	0	F	
853	XKGFHZWT	11	Salmonella enterica	blood	pig	Xian	108.95	34.26	0	E	
854	JZOONRH1	11	Shigella flexneri	sputum	duck	Beijing	116.41	39.90	2	C	
855	RR46DVNW	11	Aeromonas hydrophila	sewage	human	Wuhan	114.30	30.58	0	F	
856	263ENHNZ	11	Aeromonas hydrophila	faeces	pig	Wuhan	114.30	30.58	0	D	
857	CVDXWGJ6	11	Aeromonas enteropelogenes	env	pig	Beijing	116.41	39.90	2	D	
858	QS97SD23	11	Escherichia coli	sewage	duck	Wuhan	114.30	30.58	0	E	
859	VO7HU7XT	11	Aeromonas hydrophila	env	env	Shanghai	121.47	31.23	0	A	
860	CQBCSJ5X	11	Enterobacter cloacae	sputum	human	Guangzhou	113.28	23.125	0	A	
861	C0MHLXD2	11	Acinetobacter baumannii	faeces	env	Changsha	112.47	31.23	2	F	
862	8Z19G7Y3	11	Aeromonas enteropelogenes	faeces	env	Wuhan	114.30	30.58	2	E	blabla
